user_id,product_id,satisfaction_score,would_recommend,had_reaction,usage_days,age,skin_type,skin_condition,climate,sensitivity_level,oil_production,hydration_level,pore_size,wrinkle_score,name,type,brand,price,rating,ingredients,suitable_for_oily,suitable_for_dry,suitable_for_sensitive,suitable_for_combination,suitable_for_normal,has_fragrance,has_alcohol,is_hypoallergenic,spf_level
124,68,6.9,0,0,15,61,Oily,Rosacea,Dry,3,9,9,10,5,Serum 68,Serum,Brand D,38.78,3.1,"Hyaluronic Acid,Squalane,Glycolic Acid,Hyaluronic Acid,Aloe Vera,Retinol,Glycolic Acid",1,0,0,1,0,1,0,1,0
1802,125,3.5,0,0,78,63,Oily,Acne,Temperate,10,7,10,4,4,Mask 125,Mask,Brand A,51.02,3.1,"Vitamin C,Chamomile,Glycerin",1,0,1,0,1,1,1,1,0
1354,54,3.8,0,1,44,42,Normal,Rosacea,Temperate,6,8,6,8,10,Toner 54,Toner,Brand A,104.73,4.8,"Centella Asiatica,Lactic Acid,Vitamin C,Salicylic Acid,Centella Asiatica,Hyaluronic Acid,Zinc Oxide",0,0,0,1,0,0,1,0,0
739,136,7.0,1,0,11,23,Normal,None,Dry,4,2,3,1,10,Toner 136,Toner,Brand D,47.34,3.5,"Glycolic Acid,Squalane,Hyaluronic Acid",1,1,1,0,1,0,0,1,0
632,371,3.0,0,0,32,61,Combination,Eczema,Temperate,6,3,6,2,5,Mask 371,Mask,Brand A,15.88,3.1,"Glycolic Acid,Titanium Dioxide,Retinol,Aloe Vera,Glycolic Acid,Squalane,Zinc Oxide",1,0,0,0,0,0,1,1,0
1803,162,6.3,0,0,27,24,Normal,None,Cold,6,4,8,8,9,Serum 162,Serum,Brand E,69.25,4.1,"Hyaluronic Acid,Ceramides,Lactic Acid",1,1,1,1,1,0,1,1,0
883,410,4.0,0,0,11,43,Oily,Acne,Dry,1,8,9,5,9,Toner 410,Toner,Brand D,31.68,3.2,"Chamomile,Glycolic Acid,Squalane,Lactic Acid",0,1,0,0,0,0,0,1,0
9,119,7.3,1,0,64,40,Oily,None,Temperate,5,7,6,4,4,Toner 119,Toner,Brand D,14.36,4.0,"Vitamin E,Niacinamide,Squalane,Squalane,Glycerin,Salicylic Acid",1,0,0,0,0,1,1,0,0
1802,78,1.0,0,0,43,63,Oily,Acne,Temperate,10,7,10,4,4,Serum 78,Serum,Brand D,97.53,4.0,"Squalane,Vitamin C,Glycolic Acid,Chamomile",0,0,1,0,0,1,1,1,0
1193,230,5.1,0,0,86,41,Combination,None,Temperate,9,5,3,8,8,Mask 230,Mask,Brand D,109.03,3.5,"Centella Asiatica,Titanium Dioxide,Aloe Vera,Vitamin E,Vitamin C,Glycolic Acid",0,0,1,1,1,1,0,0,0
1085,331,2.0,0,1,43,50,Combination,None,Cold,10,7,7,8,8,Cleanser 331,Cleanser,Brand A,53.72,3.5,"Aloe Vera,Vitamin C,Glycerin,Centella Asiatica,Aloe Vera,Lactic Acid,Glycolic Acid",1,0,0,0,0,1,0,1,0
1449,5,3.8,0,0,58,42,Oily,Hyperpigmentation,Cold,1,8,9,5,4,Mask 5,Mask,Brand A,69.83,4.5,"Zinc Oxide,Vitamin C,Salicylic Acid,Lactic Acid",0,0,0,1,0,0,0,1,0
1553,90,6.8,0,0,26,21,Dry,Aging,Dry,1,3,3,9,1,Serum 90,Serum,Brand C,65.24,4.6,"Retinol,Lactic Acid,Retinol,Chamomile,Glycolic Acid",0,1,1,1,0,0,1,1,0
1383,97,3.9,0,0,13,38,Oily,Rosacea,Cold,7,8,7,1,2,Serum 97,Serum,Brand B,135.91,4.0,"Glycerin,Lactic Acid,Lactic Acid,Niacinamide,Aloe Vera,Chamomile,Niacinamide",0,0,1,1,1,1,1,0,0
1886,322,6.8,0,0,14,20,Combination,Hyperpigmentation,Humid,6,10,3,3,1,Toner 322,Toner,Brand B,116.67,3.7,"Glycerin,Centella Asiatica,Aloe Vera",1,0,1,1,0,1,0,0,0
90,488,4.2,0,0,11,58,Oily,Acne,Dry,8,7,9,8,1,Moisturizer 488,Moisturizer,Brand B,99.93,4.8,"Centella Asiatica,Aloe Vera,Squalane",1,0,0,0,0,1,1,0,0
488,282,6.7,0,0,72,21,Oily,Hyperpigmentation,Cold,6,10,7,8,2,Toner 282,Toner,Brand B,109.93,4.7,"Centella Asiatica,Squalane,Zinc Oxide,Titanium Dioxide",1,1,0,1,0,0,0,0,0
435,119,4.2,0,0,33,40,Combination,Acne,Humid,7,4,2,7,2,Toner 119,Toner,Brand D,14.36,4.0,"Vitamin E,Niacinamide,Squalane,Squalane,Glycerin,Salicylic Acid",1,0,0,0,0,1,1,0,0
1320,1,4.7,0,0,80,63,Oily,Eczema,Dry,5,9,10,4,2,Cleanser 1,Cleanser,Brand E,123.37,3.8,"Niacinamide,Squalane,Squalane,Glycerin,Aloe Vera",0,0,0,0,0,0,0,0,0
1557,156,1.0,0,0,26,60,Combination,Aging,Cold,8,4,10,10,9,Moisturizer 156,Moisturizer,Brand A,143.29,3.6,"Glycerin,Chamomile,Titanium Dioxide,Hyaluronic Acid,Squalane,Ceramides",0,1,1,0,1,1,1,0,0
756,377,5.3,0,0,62,26,Oily,Acne,Temperate,9,8,6,6,8,Sunscreen 377,Sunscreen,Brand B,100.39,3.4,"Vitamin C,Retinol,Chamomile",1,1,0,1,0,0,1,0,50
1844,68,4.3,0,0,37,58,Dry,Acne,Temperate,7,2,2,5,10,Serum 68,Serum,Brand D,38.78,3.1,"Hyaluronic Acid,Squalane,Glycolic Acid,Hyaluronic Acid,Aloe Vera,Retinol,Glycolic Acid",1,0,0,1,0,1,0,1,0
49,181,3.5,0,0,24,19,Normal,Hyperpigmentation,Dry,6,3,5,6,8,Mask 181,Mask,Brand A,26.67,3.3,"Salicylic Acid,Chamomile,Niacinamide,Lactic Acid,Salicylic Acid,Squalane",1,1,1,1,0,1,0,1,0
1676,72,5.1,0,0,11,48,Oily,None,Temperate,8,9,7,1,4,Cleanser 72,Cleanser,Brand B,107.38,4.4,"Squalane,Vitamin C,Ceramides",1,0,0,0,1,0,1,1,0
1287,143,4.3,0,0,65,40,Normal,Hyperpigmentation,Cold,5,6,5,1,3,Mask 143,Mask,Brand D,16.28,3.3,"Glycerin,Hyaluronic Acid,Lactic Acid,Ceramides",1,1,0,1,0,1,1,0,0
564,417,4.1,0,0,68,36,Oily,Eczema,Temperate,3,10,10,1,8,Serum 417,Serum,Brand E,128.17,3.4,"Ceramides,Zinc Oxide,Hyaluronic Acid,Chamomile,Salicylic Acid,Ceramides",0,1,0,0,1,1,1,0,0
59,258,6.3,0,0,45,34,Sensitive,Eczema,Dry,6,9,5,7,4,Toner 258,Toner,Brand C,78.8,3.7,"Lactic Acid,Glycolic Acid,Glycerin,Salicylic Acid",0,0,1,1,0,0,0,1,0
4,3,7.6,1,0,16,60,Normal,Rosacea,Temperate,7,9,9,6,5,Mask 3,Mask,Brand C,18.59,4.8,"Vitamin E,Lactic Acid,Hyaluronic Acid,Niacinamide,Titanium Dioxide,Squalane",0,1,0,1,1,0,0,0,0
369,27,7.3,1,0,86,19,Combination,None,Temperate,4,1,3,6,1,Sunscreen 27,Sunscreen,Brand C,58.63,4.0,"Zinc Oxide,Hyaluronic Acid,Ceramides,Zinc Oxide",0,0,0,1,1,0,0,0,50
1035,68,6.9,0,0,83,47,Combination,None,Dry,2,10,2,4,6,Serum 68,Serum,Brand D,38.78,3.1,"Hyaluronic Acid,Squalane,Glycolic Acid,Hyaluronic Acid,Aloe Vera,Retinol,Glycolic Acid",1,0,0,1,0,1,0,1,0
1493,15,3.8,0,0,26,54,Dry,None,Dry,1,3,4,1,5,Mask 15,Mask,Brand C,116.36,4.5,"Retinol,Ceramides,Zinc Oxide,Zinc Oxide",1,0,0,0,1,1,0,1,0
1764,30,6.7,0,0,60,39,Dry,None,Temperate,4,3,2,7,9,Toner 30,Toner,Brand C,126.24,3.6,"Vitamin E,Glycolic Acid,Centella Asiatica,Retinol",1,1,1,1,1,0,0,0,0
1722,207,7.0,1,0,73,27,Oily,Eczema,Dry,2,10,8,5,10,Toner 207,Toner,Brand D,113.75,3.6,"Niacinamide,Titanium Dioxide,Squalane",1,0,1,0,1,1,0,1,0
929,422,3.7,0,0,82,58,Combination,Eczema,Humid,7,5,4,4,4,Cleanser 422,Cleanser,Brand B,106.15,3.1,"Lactic Acid,Titanium Dioxide,Aloe Vera,Aloe Vera,Squalane,Centella Asiatica,Chamomile",1,1,1,0,1,1,0,0,0
1113,354,3.9,0,0,23,44,Dry,Hyperpigmentation,Dry,1,1,2,5,10,Sunscreen 354,Sunscreen,Brand E,17.19,4.2,"Glycerin,Retinol,Vitamin C,Salicylic Acid,Niacinamide,Hyaluronic Acid",1,0,1,0,1,0,0,1,15
1665,14,3.7,0,0,10,22,Oily,Acne,Cold,6,7,9,5,6,Cleanser 14,Cleanser,Brand C,66.4,4.3,"Glycolic Acid,Aloe Vera,Chamomile",0,0,0,1,0,0,1,0,0
756,66,3.8,0,0,58,26,Oily,Acne,Temperate,9,8,6,6,8,Serum 66,Serum,Brand B,91.69,3.7,"Titanium Dioxide,Vitamin E,Retinol",1,1,0,1,0,1,1,0,0
353,176,5.1,0,0,76,20,Sensitive,None,Temperate,10,10,7,7,5,Mask 176,Mask,Brand A,19.02,3.5,"Glycerin,Squalane,Glycolic Acid,Retinol",0,0,1,0,0,0,1,1,0
1084,414,7.1,1,0,73,55,Sensitive,Aging,Cold,6,3,1,9,5,Moisturizer 414,Moisturizer,Brand B,43.46,4.2,"Glycerin,Glycolic Acid,Retinol",1,0,1,1,1,1,0,1,0
628,323,3.8,0,0,16,53,Dry,Acne,Temperate,9,2,2,8,10,Cleanser 323,Cleanser,Brand A,73.45,4.1,"Niacinamide,Lactic Acid,Centella Asiatica,Aloe Vera",1,1,0,0,1,1,1,0,0
550,380,7.3,1,0,78,49,Oily,Eczema,Dry,2,9,8,10,6,Sunscreen 380,Sunscreen,Brand A,13.17,4.2,"Retinol,Vitamin C,Ceramides,Centella Asiatica",1,1,0,0,0,1,0,0,50
447,197,5.1,0,0,49,33,Normal,Eczema,Cold,8,2,2,8,4,Toner 197,Toner,Brand B,29.29,3.1,"Aloe Vera,Squalane,Ceramides",1,1,1,0,1,1,1,0,0
734,60,7.0,1,0,17,51,Sensitive,None,Temperate,6,4,5,1,5,Toner 60,Toner,Brand B,21.58,4.0,"Retinol,Salicylic Acid,Lactic Acid,Vitamin C",0,1,1,0,1,1,0,1,0
1059,255,6.1,0,0,27,50,Normal,Eczema,Cold,7,3,9,3,4,Mask 255,Mask,Brand A,24.7,5.0,"Aloe Vera,Squalane,Salicylic Acid,Zinc Oxide",1,1,1,0,1,0,0,0,0
1189,28,6.9,0,0,79,44,Dry,Acne,Humid,6,3,2,1,1,Toner 28,Toner,Brand A,84.27,4.1,"Aloe Vera,Centella Asiatica,Salicylic Acid",0,1,1,0,0,1,0,1,0
1373,124,7.1,1,0,39,43,Sensitive,None,Dry,5,1,4,4,6,Cleanser 124,Cleanser,Brand B,108.71,3.6,"Centella Asiatica,Titanium Dioxide,Vitamin C,Squalane,Squalane",0,1,1,0,1,0,0,1,0
439,165,4.3,0,0,11,18,Normal,Acne,Temperate,5,5,2,9,5,Serum 165,Serum,Brand D,21.35,4.8,"Niacinamide,Titanium Dioxide,Glycerin,Vitamin C,Glycolic Acid,Glycolic Acid,Glycerin",0,0,1,1,0,0,0,1,0
82,119,4.3,0,0,48,33,Combination,Aging,Dry,6,9,4,3,3,Toner 119,Toner,Brand D,14.36,4.0,"Vitamin E,Niacinamide,Squalane,Squalane,Glycerin,Salicylic Acid",1,0,0,0,0,1,1,0,0
1327,215,3.6,0,0,72,57,Oily,None,Dry,10,10,6,8,5,Moisturizer 215,Moisturizer,Brand A,64.38,4.9,"Ceramides,Vitamin C,Vitamin E",1,0,0,1,0,1,1,0,0
592,442,6.9,0,0,8,22,Combination,Acne,Dry,2,3,4,9,6,Toner 442,Toner,Brand D,57.19,4.1,"Salicylic Acid,Glycolic Acid,Centella Asiatica,Chamomile,Lactic Acid,Centella Asiatica,Vitamin E",1,1,0,1,1,0,0,0,0
113,294,3.9,0,0,49,45,Oily,Rosacea,Dry,5,8,10,6,4,Moisturizer 294,Moisturizer,Brand A,123.22,4.6,"Salicylic Acid,Ceramides,Retinol,Squalane,Zinc Oxide,Salicylic Acid",0,1,1,0,1,0,0,1,0
1121,185,4.9,0,1,54,37,Combination,Aging,Temperate,9,2,10,2,5,Moisturizer 185,Moisturizer,Brand D,145.02,4.8,"Lactic Acid,Glycolic Acid,Titanium Dioxide,Lactic Acid,Hyaluronic Acid,Retinol,Salicylic Acid",1,0,0,1,0,0,1,1,0
189,82,2.1,0,0,37,26,Oily,Aging,Humid,9,10,8,2,8,Cleanser 82,Cleanser,Brand E,116.84,4.5,"Niacinamide,Ceramides,Centella Asiatica,Chamomile,Glycolic Acid,Vitamin E,Zinc Oxide",0,0,1,0,1,1,1,0,0
1129,381,7.3,1,0,78,64,Dry,Acne,Cold,8,2,3,3,10,Mask 381,Mask,Brand E,44.43,3.4,"Retinol,Centella Asiatica,Glycolic Acid",1,1,0,1,1,0,0,1,0
1697,133,1.9,0,1,29,52,Oily,Rosacea,Cold,8,7,10,5,8,Serum 133,Serum,Brand B,113.62,3.5,"Centella Asiatica,Salicylic Acid,Centella Asiatica,Vitamin C,Centella Asiatica,Salicylic Acid,Glycolic Acid",0,0,1,0,0,1,0,0,0
941,27,6.6,0,0,62,23,Combination,None,Temperate,9,3,8,8,6,Sunscreen 27,Sunscreen,Brand C,58.63,4.0,"Zinc Oxide,Hyaluronic Acid,Ceramides,Zinc Oxide",0,0,0,1,1,0,0,0,50
382,250,3.3,0,0,67,41,Dry,Hyperpigmentation,Temperate,6,3,1,3,3,Mask 250,Mask,Brand C,124.18,4.2,"Centella Asiatica,Retinol,Zinc Oxide,Aloe Vera",0,0,0,1,1,1,0,1,0
122,239,4.5,0,0,42,54,Normal,Acne,Temperate,2,1,6,4,1,Serum 239,Serum,Brand B,83.98,3.2,"Zinc Oxide,Squalane,Ceramides,Centella Asiatica,Centella Asiatica,Titanium Dioxide",1,0,1,1,0,1,0,1,0
1574,72,4.7,0,0,89,60,Sensitive,Eczema,Temperate,6,8,1,2,6,Cleanser 72,Cleanser,Brand B,107.38,4.4,"Squalane,Vitamin C,Ceramides",1,0,0,0,1,0,1,1,0
228,225,5.8,0,1,34,23,Oily,Aging,Temperate,9,10,10,5,8,Serum 225,Serum,Brand D,136.75,4.2,"Salicylic Acid,Glycerin,Titanium Dioxide,Ceramides,Hyaluronic Acid,Glycolic Acid,Hyaluronic Acid",1,0,1,0,1,1,0,1,0
1498,363,3.6,0,0,86,61,Oily,Hyperpigmentation,Temperate,3,7,7,6,7,Moisturizer 363,Moisturizer,Brand A,107.9,3.3,"Titanium Dioxide,Retinol,Lactic Acid,Ceramides,Aloe Vera,Chamomile",0,1,0,0,1,1,1,1,0
1669,174,3.8,0,0,47,40,Oily,Acne,Humid,6,9,10,7,6,Serum 174,Serum,Brand D,49.87,3.2,"Glycerin,Lactic Acid,Niacinamide",0,0,1,0,0,1,1,1,0
1634,172,4.1,0,0,60,30,Dry,Acne,Cold,1,1,3,7,4,Sunscreen 172,Sunscreen,Brand E,26.77,3.3,"Zinc Oxide,Hyaluronic Acid,Hyaluronic Acid,Lactic Acid,Salicylic Acid,Aloe Vera",1,0,0,0,1,1,1,1,50
196,217,5.3,0,0,48,49,Oily,Acne,Dry,4,10,7,1,2,Toner 217,Toner,Brand A,27.93,3.0,"Lactic Acid,Niacinamide,Lactic Acid,Vitamin C",0,0,1,0,0,0,1,0,0
1454,25,2.9,0,0,28,43,Oily,Acne,Cold,9,10,7,2,8,Mask 25,Mask,Brand D,135.9,4.5,"Titanium Dioxide,Chamomile,Vitamin C,Glycerin,Salicylic Acid,Aloe Vera",0,1,1,1,0,0,1,0,0
880,137,5.4,0,1,67,41,Combination,None,Dry,9,4,2,5,8,Mask 137,Mask,Brand D,95.28,4.8,"Glycolic Acid,Retinol,Retinol,Salicylic Acid",1,1,0,1,0,0,1,0,0
677,429,2.7,0,0,42,20,Normal,Rosacea,Cold,9,9,8,3,8,Sunscreen 429,Sunscreen,Brand B,137.03,4.3,"Zinc Oxide,Niacinamide,Lactic Acid",1,0,0,1,0,0,1,0,50
1179,145,6.9,0,0,10,52,Oily,Acne,Temperate,5,7,10,10,6,Toner 145,Toner,Brand A,42.92,4.5,"Centella Asiatica,Zinc Oxide,Titanium Dioxide",1,1,0,1,1,0,0,1,0
1923,19,3.1,0,0,89,53,Oily,Aging,Cold,3,7,7,9,9,Moisturizer 19,Moisturizer,Brand C,76.49,4.2,"Centella Asiatica,Glycolic Acid,Vitamin E,Titanium Dioxide,Lactic Acid",0,1,0,1,1,0,1,0,0
844,148,7.0,1,1,35,59,Oily,Hyperpigmentation,Cold,2,10,10,4,9,Mask 148,Mask,Brand B,13.69,5.0,"Zinc Oxide,Retinol,Salicylic Acid,Vitamin E,Lactic Acid,Vitamin E",1,0,0,0,1,0,0,1,0
1604,66,3.7,0,0,28,28,Sensitive,Acne,Temperate,5,1,4,6,8,Serum 66,Serum,Brand B,91.69,3.7,"Titanium Dioxide,Vitamin E,Retinol",1,1,0,1,0,1,1,0,0
1092,235,4.6,0,0,41,27,Combination,Hyperpigmentation,Humid,6,10,3,2,4,Sunscreen 235,Sunscreen,Brand A,84.3,4.8,"Chamomile,Vitamin C,Ceramides",1,0,0,0,1,0,1,1,0
1995,98,1.0,0,0,49,56,Sensitive,Eczema,Humid,10,1,2,6,3,Moisturizer 98,Moisturizer,Brand A,90.87,3.7,"Vitamin C,Glycolic Acid,Vitamin E",0,1,0,0,0,1,1,1,0
227,241,3.3,0,0,57,51,Combination,None,Temperate,6,1,2,3,5,Toner 241,Toner,Brand C,108.91,4.4,"Aloe Vera,Hyaluronic Acid,Zinc Oxide,Zinc Oxide,Squalane",0,1,1,0,0,0,0,1,0
228,194,7.3,1,0,64,23,Oily,Aging,Temperate,9,10,10,5,8,Sunscreen 194,Sunscreen,Brand D,115.17,3.4,"Salicylic Acid,Aloe Vera,Squalane,Vitamin C,Glycerin,Aloe Vera,Glycolic Acid",1,0,0,1,0,0,0,1,30
1325,118,7.0,0,0,28,31,Dry,Hyperpigmentation,Temperate,5,1,4,1,10,Sunscreen 118,Sunscreen,Brand B,86.01,4.4,"Zinc Oxide,Niacinamide,Glycerin",0,1,0,1,0,0,1,0,30
1588,181,6.6,0,0,37,52,Dry,Eczema,Dry,4,1,2,2,1,Mask 181,Mask,Brand A,26.67,3.3,"Salicylic Acid,Chamomile,Niacinamide,Lactic Acid,Salicylic Acid,Squalane",1,1,1,1,0,1,0,1,0
102,230,3.6,0,0,73,41,Dry,None,Temperate,4,1,1,5,7,Mask 230,Mask,Brand D,109.03,3.5,"Centella Asiatica,Titanium Dioxide,Aloe Vera,Vitamin E,Vitamin C,Glycolic Acid",0,0,1,1,1,1,0,0,0
1728,211,5.4,0,0,83,64,Normal,Hyperpigmentation,Cold,9,3,6,6,3,Cleanser 211,Cleanser,Brand A,87.28,3.1,"Salicylic Acid,Vitamin E,Ceramides,Glycolic Acid",0,0,1,0,1,1,0,0,0
1750,127,3.5,0,0,78,34,Normal,Hyperpigmentation,Temperate,2,3,5,8,6,Mask 127,Mask,Brand A,31.38,3.3,"Glycolic Acid,Ceramides,Vitamin E",1,1,0,0,0,0,0,0,0
216,90,4.3,0,0,58,61,Normal,Hyperpigmentation,Cold,4,3,2,2,5,Serum 90,Serum,Brand C,65.24,4.6,"Retinol,Lactic Acid,Retinol,Chamomile,Glycolic Acid",0,1,1,1,0,0,1,1,0
1906,446,3.7,0,1,39,23,Dry,Eczema,Temperate,8,1,4,3,3,Mask 446,Mask,Brand D,39.48,4.5,"Vitamin C,Salicylic Acid,Ceramides",0,0,0,1,0,0,0,0,0
140,304,6.1,0,0,88,44,Dry,Acne,Temperate,5,3,1,1,2,Cleanser 304,Cleanser,Brand E,142.11,3.8,"Vitamin C,Lactic Acid,Vitamin C",0,1,0,1,0,1,0,0,0
1978,324,3.8,0,0,42,43,Dry,Acne,Cold,5,3,4,4,3,Sunscreen 324,Sunscreen,Brand C,98.53,4.5,"Chamomile,Niacinamide,Vitamin E,Squalane,Glycolic Acid",0,0,0,0,0,1,0,1,50
862,240,5.1,0,0,62,39,Dry,None,Cold,4,2,4,9,1,Serum 240,Serum,Brand C,105.72,4.6,"Hyaluronic Acid,Lactic Acid,Vitamin E,Zinc Oxide,Niacinamide,Aloe Vera,Glycolic Acid",0,0,1,0,0,0,0,1,0
525,380,5.3,0,0,13,27,Oily,Rosacea,Humid,10,8,7,8,1,Sunscreen 380,Sunscreen,Brand A,13.17,4.2,"Retinol,Vitamin C,Ceramides,Centella Asiatica",1,1,0,0,0,1,0,0,50
1048,189,7.5,1,0,16,35,Dry,Acne,Dry,9,3,4,7,1,Moisturizer 189,Moisturizer,Brand A,131.93,3.0,"Aloe Vera,Niacinamide,Retinol,Hyaluronic Acid,Aloe Vera,Zinc Oxide",1,1,1,0,0,0,0,0,0
11,296,4.7,0,0,10,28,Normal,Hyperpigmentation,Dry,2,9,4,2,4,Mask 296,Mask,Brand A,35.87,4.4,"Glycolic Acid,Glycerin,Aloe Vera,Glycerin,Vitamin C",1,1,1,0,0,1,0,1,0
770,461,4.6,0,1,48,43,Normal,Rosacea,Humid,10,7,10,4,1,Cleanser 461,Cleanser,Brand A,36.25,4.7,"Glycolic Acid,Centella Asiatica,Niacinamide,Titanium Dioxide,Chamomile,Hyaluronic Acid",0,0,0,1,1,1,1,1,0
359,42,4.2,0,0,73,57,Combination,Rosacea,Dry,2,4,9,3,9,Mask 42,Mask,Brand B,102.36,4.3,"Titanium Dioxide,Vitamin E,Salicylic Acid,Zinc Oxide",0,0,1,0,1,1,1,0,0
1636,444,3.4,0,0,29,57,Dry,Hyperpigmentation,Humid,8,3,1,3,1,Mask 444,Mask,Brand A,137.85,3.0,"Salicylic Acid,Centella Asiatica,Glycerin,Hyaluronic Acid,Salicylic Acid,Aloe Vera,Lactic Acid",1,0,0,1,0,1,0,1,0
765,76,7.0,0,0,18,51,Normal,Hyperpigmentation,Temperate,4,8,5,5,2,Sunscreen 76,Sunscreen,Brand D,80.67,3.4,"Glycolic Acid,Centella Asiatica,Titanium Dioxide,Ceramides,Vitamin E",0,0,1,0,1,0,1,0,0
1916,480,4.0,0,0,51,40,Combination,Acne,Cold,4,4,3,3,2,Serum 480,Serum,Brand C,21.4,4.4,"Titanium Dioxide,Hyaluronic Acid,Zinc Oxide,Salicylic Acid",0,1,0,0,1,0,1,0,0
1590,366,3.8,0,0,78,34,Dry,None,Dry,8,1,4,2,6,Mask 366,Mask,Brand E,26.01,4.2,"Glycolic Acid,Glycerin,Vitamin C",1,0,1,1,1,0,0,1,0
13,222,2.4,0,0,48,53,Dry,Hyperpigmentation,Cold,8,3,4,5,5,Mask 222,Mask,Brand A,57.17,4.6,"Zinc Oxide,Vitamin C,Vitamin C,Vitamin E,Chamomile,Titanium Dioxide,Niacinamide",0,0,1,0,0,1,0,0,0
1635,220,7.0,0,0,54,34,Normal,Rosacea,Cold,6,6,10,2,1,Sunscreen 220,Sunscreen,Brand D,90.0,5.0,"Vitamin E,Glycerin,Centella Asiatica,Titanium Dioxide,Vitamin E",1,0,0,1,1,1,0,0,50
1913,408,2.7,0,1,76,28,Oily,Acne,Humid,9,8,6,10,9,Mask 408,Mask,Brand C,109.36,5.0,"Lactic Acid,Retinol,Zinc Oxide",0,0,1,1,0,0,1,1,0
85,237,3.8,0,0,39,64,Combination,Rosacea,Temperate,7,3,1,2,3,Serum 237,Serum,Brand C,87.11,4.3,"Glycolic Acid,Chamomile,Glycolic Acid",1,0,1,0,1,1,1,1,0
1911,266,7.2,1,0,14,59,Oily,Aging,Cold,1,10,6,7,3,Mask 266,Mask,Brand B,142.29,3.9,"Titanium Dioxide,Retinol,Vitamin C,Zinc Oxide,Niacinamide,Squalane",1,1,0,1,0,0,1,1,0
795,164,3.9,0,0,30,32,Normal,Acne,Humid,5,6,10,8,2,Cleanser 164,Cleanser,Brand E,60.59,3.3,"Vitamin E,Salicylic Acid,Lactic Acid,Aloe Vera",0,0,1,1,0,1,1,0,0
1701,297,1.0,0,0,26,24,Normal,None,Dry,10,7,4,10,4,Mask 297,Mask,Brand C,141.37,3.2,"Aloe Vera,Glycerin,Squalane,Glycolic Acid",0,0,0,0,0,1,1,0,0
220,173,4.8,0,0,75,49,Combination,Rosacea,Humid,1,6,5,5,8,Serum 173,Serum,Brand D,146.07,4.4,"Salicylic Acid,Niacinamide,Niacinamide,Salicylic Acid,Aloe Vera,Glycerin",0,1,0,0,1,0,0,0,0
608,52,6.9,0,0,82,30,Normal,Acne,Temperate,3,4,4,5,9,Serum 52,Serum,Brand B,124.98,4.3,"Retinol,Squalane,Aloe Vera,Retinol,Titanium Dioxide,Ceramides,Glycolic Acid",0,0,1,1,1,1,1,0,0
1376,281,7.7,1,0,87,63,Sensitive,Aging,Cold,7,5,2,7,9,Toner 281,Toner,Brand A,32.23,3.4,"Niacinamide,Chamomile,Titanium Dioxide,Glycerin",1,0,1,1,1,0,1,1,0
1563,245,6.9,0,0,44,30,Combination,None,Cold,4,3,7,8,6,Serum 245,Serum,Brand C,72.87,4.4,"Hyaluronic Acid,Retinol,Retinol,Vitamin C,Niacinamide,Zinc Oxide,Zinc Oxide",0,0,1,1,1,0,1,0,0
1443,302,5.4,0,0,9,34,Oily,None,Temperate,8,10,8,7,5,Toner 302,Toner,Brand A,54.07,3.8,"Squalane,Ceramides,Vitamin E,Vitamin C,Vitamin E,Chamomile",1,0,1,0,1,1,0,1,0
646,253,3.9,0,0,85,58,Combination,Acne,Temperate,7,7,2,10,8,Serum 253,Serum,Brand C,104.52,3.5,"Aloe Vera,Hyaluronic Acid,Chamomile,Hyaluronic Acid,Hyaluronic Acid,Retinol,Squalane",1,0,1,0,1,0,0,0,0
1086,319,4.2,0,0,66,54,Sensitive,None,Humid,1,2,3,6,4,Toner 319,Toner,Brand D,121.64,4.5,"Retinol,Vitamin E,Niacinamide,Lactic Acid,Chamomile,Squalane",0,1,0,1,0,0,1,0,0
1129,239,3.5,0,1,39,64,Dry,Acne,Cold,8,2,3,3,10,Serum 239,Serum,Brand B,83.98,3.2,"Zinc Oxide,Squalane,Ceramides,Centella Asiatica,Centella Asiatica,Titanium Dioxide",1,0,1,1,0,1,0,1,0
1996,74,7.1,1,0,68,42,Combination,Hyperpigmentation,Cold,3,5,8,6,5,Serum 74,Serum,Brand C,16.05,4.7,"Glycerin,Retinol,Vitamin E,Zinc Oxide",0,1,1,1,1,0,0,1,0
513,79,7.0,1,0,73,30,Combination,None,Humid,5,9,8,9,6,Mask 79,Mask,Brand C,48.44,3.8,"Retinol,Hyaluronic Acid,Niacinamide",0,0,1,1,1,1,1,0,0
1892,208,3.6,0,0,69,48,Sensitive,Hyperpigmentation,Humid,4,9,4,2,1,Toner 208,Toner,Brand B,50.67,4.3,"Vitamin C,Aloe Vera,Zinc Oxide,Hyaluronic Acid",0,1,0,1,0,0,1,0,0
438,492,3.9,0,0,18,18,Oily,Aging,Dry,3,7,6,7,7,Serum 492,Serum,Brand D,17.74,4.2,"Niacinamide,Salicylic Acid,Vitamin C",0,0,0,0,1,0,1,1,0
1467,404,5.2,0,0,38,39,Normal,Aging,Dry,8,6,9,2,9,Moisturizer 404,Moisturizer,Brand A,139.94,3.7,"Aloe Vera,Chamomile,Squalane,Lactic Acid,Hyaluronic Acid,Retinol",1,1,1,1,1,0,1,1,0
